Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Age,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Gabriel,Red Bull Bragantino,"Serie A, Brasil",2026,392,Left Defensive Midfielder,Brazil,34,09/07/92,0,0,0.07,0.05,1.38,0,33,2,,0.11,0,0.07,0.69,0,0.07,0.69,0,0,0,0,0.13,2.07,-0.13,0.69,0,0.69,0,1.61,0,0.69,0.69,0.23,0.24,1.15,1.27,17.91,9.87,0,7.12,39.65,6.43,9.18,1.15,1.38,71,1.06,1.31,1.84,50,0.46,80,0.92,0,14.92,18.75,5.97,1.84,1.15,41.51,4.59,31,1.38,75,0.92,0,0,34.21,87,2.76,7,80,1.38,3.21,15,78,-9,53.33,3.9,0.21,0.28,27.32,97,4.51,9.41,0.92,0.92,0,0.23,1.38,2.3,0,75,0.69,75,0.46,17,75,9,22,73,5,20.14,15.28,1.03,113,-4.86,20.64,17.29,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,6,3.47,24,0.01,0.07,-0.15,-0.01,,-0.08
José Enamorado,Grêmio,"Serie A, Brasil",2026,391,Right Midfielder,Colombia,27,12/01/99,0,0,0.19,0.1,1.84,0,38,3,,0.04,0.23,0.07,0.92,0.23,0.07,0.92,0,0,0,0.23,0.26,2.76,-0.03,3.91,1.84,2.07,47,2.07,0,2.07,4.14,0,0,0.69,0.43,24.15,10.12,0,6.67,51.58,3.68,5.52,1.15,1.15,45,1.22,1.22,1.61,14,1.38,0,0,0,21.39,19.09,5.98,3.45,0.69,52.83,11.27,53,2.99,87,0.23,0,0,23.69,69,1.84,3,73,0.69,2.53,15,56,-13,66.18,3.45,0.48,0.62,30.36,90,5.86,10.12,1.15,1.15,0,0.46,3.45,4.6,0.23,40,0.69,20,0.46,15,62,23,11,59,30,19.2,12.26,0.94,92,-6.94,18.03,11.32,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,6,3.73,25,-0.03,0.12,0,-0.11,,-0.02
Yuri Alberto,Corinthians,"Serie A, Brasil",2026,388,Right Centre Forward,Brazil,25,17/03/01,0.23,0.23,0.28,0.15,1.86,13,63,5,,0.36,0,0.07,1.16,0,0.07,1.16,0,0,0,0.23,0.35,3.02,-0.12,0.93,0.7,0.23,75,1.16,0,1.62,3.02,0,0,0.46,0.74,10.67,4.17,0,0.7,67.65,1.62,1.86,0.46,0.46,50,0.58,0.58,0.93,50,0.46,14,0.23,0,9.28,12.83,0.7,1.62,0.23,73.08,8.35,90,1.16,71,0.23,0,0,13.45,67,0.46,35,40,0.7,0.93,26,73,6,66.43,0.93,0.27,0.48,14.61,84,6.55,5.1,0.46,0.46,0,0.7,5.57,6.03,0,0,0,0,1.16,10,71,19,0,77,23,15.45,13.55,0.98,90,-1.9,15.14,12.21,0,0,0,0,0,,0,0,,0,0,0,0,0,0,36,9,2.5,19,-0.12,0.08,-0.03,0.07,,0
Gabriel Barbosa,Santos,"Serie A, Brasil",2026,388,Centre Forward,Brazil,30,29/08/96,0.7,0.46,0.28,0.11,2.55,18,18,5,100,0.32,0,0.01,0.7,0,0.01,0.7,0,0,0,0.46,0.3,3.25,0.17,0.46,0,0.46,0,1.16,0.23,0.7,1.16,0.46,0.36,0.23,0.18,11.15,2.32,0,2.32,71.57,3.72,4.88,0.46,0.93,50,0.36,0.72,0.23,33,0.46,33,0.23,0,10.45,9.75,2.32,4.18,1.39,72.61,9.52,91,3.72,89,0.23,0,0,19.28,86,1.39,82,60,0.46,2.09,13,83,-3,61.87,1.86,0.37,0.47,15.56,96,5.06,8.59,0.7,0.7,0,0,3.48,4.18,0,0,0,0,0.46,15,67,17,24,65,11,19.32,18.72,0.95,102,-0.6,18.28,19.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,8,2.74,18,-0.02,0.03,0,0.11,,0.13
Dudu,Athletico Paranaense,"Serie A, Brasil",2026,387,Left Attacking Midfielder,Brazil,20,31/12/05,0.23,0.23,0.14,0.2,0.7,33,67,1,,0.38,0,0.02,0.46,0,0.02,0.46,0,0,0,0.23,0.16,1.16,0.07,1.16,0.7,0.46,60,0.7,0,1.39,3.25,0.23,0.26,0.23,0.3,18.81,9.52,0,3.95,48.81,3.48,5.11,0.93,1.16,50,0.98,1.24,0,40,0.93,20,0.23,0,17.89,15.19,3.48,3.95,1.16,49.74,8.59,48,3.25,82,0,0,0,22.07,83,0.7,92,50,0.46,1.16,29,86,2,61.42,3.72,0.34,0.46,22.53,86,6.1,10.45,0.7,0.7,0,0,1.63,2.32,0,0,0,0,0,21,66,14,22,60,18,17.51,13.61,0.94,101,-3.9,16.53,13.72,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,5.41,40,0,0.01,0.02,0.05,,0.08
Samuel Lino,Flamengo,"Serie A, Brasil",2026,387,Left Wing,Brazil,27,22/12/99,0.47,0.47,0.13,0.06,2.09,22,22,3,,0.23,0.23,0.19,1.4,0.23,0.19,1.4,0,0,0,0.7,0.32,3.49,0.38,2.09,1.16,0.93,56,2.79,0,2.09,2.09,0.93,0.81,0.47,0.61,25.12,13.26,0,6.75,50.98,2.79,4.88,2.56,3.49,61,3.31,4.12,1.63,42,1.63,0,0,0,20.94,26.06,5.35,4.88,1.63,52.16,10.7,51,3.49,71,0.23,0,0,37.92,81,1.16,19,56,0.93,1.63,24,70,-11,61.32,1.86,0.53,0.58,36.29,96,5.02,15.35,1.4,1.4,0,0.23,3.49,4.88,0.23,17,0.47,50,0.23,10,71,19,11,70,20,16.36,17.75,0.99,103,1.39,16.13,18.2,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,8,6.14,41,-0.02,0.13,0.02,0.04,,0.17
Robert Arboleda,São Paulo,"Serie A, Brasil",2026,382,Centre Back,Ecuador,35,21/10/91,0,0,0.01,0.02,0.24,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.01,0.24,-0.01,0.24,0.24,0,100,0.24,0,0,0.24,0,0,5.89,5.97,11.31,5.42,0.02,3.54,25.05,0.47,7.07,2.59,2.59,85,2.15,2.15,1.41,50,0.47,91,2.36,0,7.31,6.46,2.36,2.36,0.47,34.95,1.65,23,0.94,40,0,0,0,41.48,89,2.12,17,41,7.07,4.01,9,56,-33,33.21,0.71,0.13,0.13,35.12,99,4.71,1.18,0,0,0,0.24,1.18,1.18,0,,0,,0.24,14,82,4,40,60,0,23.7,26.97,0.92,88,3.27,21.77,23.84,0,0,0,0,0,,0,0,,0,0,0,0,0,0,12,4,1.25,11,-0.03,0.03,0.04,-0.01,,0.04
Tete,Grêmio,"Serie A, Brasil",2026,380,Right Wing,Brazil,26,14/02/00,0.24,0.24,0.11,0.05,2.37,10,20,2,,0.22,0,0.07,0.71,0,0.07,0.71,0,0,0,0.24,0.18,3.08,0.06,3.08,1.89,1.18,62,1.42,0,3.08,3.08,0.71,0.75,0.95,0.63,13.26,8.52,0,3.79,51.13,2.37,4.5,0.47,1.18,67,0.31,1.06,0.47,50,0.24,29,1.18,0,12.31,12.29,3.08,1.66,0.24,52.92,6.15,50,1.18,71,0,0,0,31.01,79,3.55,88,79,1.18,4.26,21,75,-4,61.19,2.37,0.32,0.33,33.85,93,6.05,11.83,0.95,0.71,0.24,0.24,1.89,2.6,0,50,0.47,20,0.24,15,65,20,20,56,24,19.88,16.05,1,113,-3.83,19.83,18.07,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,11,3.08,33,0.09,0.05,0.02,0.08,,0.25
Cuiabano,Vasco da Gama,"Serie A, Brasil",2026,379,Left Back,Brazil,23,15/02/03,0.48,0.48,0.18,0.09,1.9,25,63,3,,0.51,0.71,0.13,1.19,0.71,0.13,0.95,0,0,0.24,1.19,0.31,3.09,0.88,1.19,0.95,0.24,80,0.95,0,1.43,0.95,1.9,1.57,2.38,1.89,19.01,10.45,0.02,11.17,34.41,4.04,9.5,3.09,4.99,76,2.37,3.94,2.14,56,0.95,45,1.19,0,13.78,11.06,6.41,3.33,1.66,39.77,4.75,34,2.38,71,0.24,0,0,30.88,70,3.09,87,43,2.85,6.65,12,55,-15,52.44,4.28,0.3,0.46,26.13,95,5.41,7.13,0.95,0.95,0,0,3.09,4.04,0,75,0.95,36,0.24,27,56,16,37,43,20,20.46,15.65,0.89,91,-4.81,18.17,14.2,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,7,5.44,37,0.11,0.1,0.05,0.11,,0.38
Thaciano,Santos,"Serie A, Brasil",2026,378,Left Centre Forward,Brazil,31,11/05/95,0.24,0.24,0.17,0.09,1.91,13,13,5,,0.16,0,0.13,0.48,0,0.13,0.48,0,0,0,0.24,0.3,2.38,-0.06,0.48,0,0.48,0,1.43,0,0.24,1.67,0.48,0.32,1.19,0.84,18.1,9.05,0.03,5.96,60.01,2.38,3.33,0.95,1.43,57,0.57,0.89,0.24,33,0.71,55,4.29,0,17.15,11.42,5.48,2.86,0.71,64.67,12.86,75,2.86,100,0,0,0,13.58,75,0,13,0,1.43,0.24,35,55,-20,60.32,0.24,0.11,0.33,9.05,89,3.94,4.05,0.71,0.71,0,0.24,3.1,3.81,0,33,0.24,25,0.24,11,60,29,0,82,18,15.37,15.01,0.89,77,-0.36,13.64,11.5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,38,8,2.83,23,0.05,0.03,0.08,0.05,,0.21
Tchê Tchê,Vasco da Gama,"Serie A, Brasil",2026,375,Right Centre Midfielder,Brazil,34,29/08/92,0,0,0.04,0.07,0.48,0,0,1,,0,0,0.02,0.48,0,0.02,0.48,0,0,0,0,0.05,0.96,-0.05,1.2,0.72,0.48,60,0.96,0,0.48,1.68,0.24,0.12,0,0,16.57,9.37,0.05,3.36,46.53,2.64,6.97,0.48,0.72,100,0.53,0.64,0.72,100,0,25,0.24,0,15.37,11.72,3.36,1.68,0.72,47.01,6.01,39,1.2,71,0.24,0,0,38.19,91,0.96,24,67,0,1.44,15,92,1,57.32,4.8,0.33,0.34,36.03,97,4.71,16.09,0.96,0.96,0,0.24,2.64,3.6,0.48,0,0,0,0.48,19,69,12,21,72,7,16.34,13.31,0.98,98,-3.03,15.99,13.06,0,0,0,0,0,,0,0,,0,0,0,0,0,0,10,7,5.24,38,0,0.06,-0.04,-0.04,,-0.01
Wallisson,Coritiba Fbc,"Serie A, Brasil",2026,372,Right Defensive Midfielder,Brazil,29,22/09/97,0,0,0.02,0.03,0.48,0,0,0,,0,0,0.03,0.24,0,0.03,0.24,0,0,0,0,0.04,0.72,-0.04,1.21,0.48,0.72,40,0.97,0,1.69,1.21,2.17,1.12,4.11,1.48,23.68,14.26,0.07,5.8,29.23,0.97,5.56,3.14,5.32,87,1.49,2.61,3.14,67,0.48,78,1.69,0,17.4,8.6,3.87,3.87,0.48,33.55,2.42,14,1.45,38,0.48,0,0,23.92,82,1.69,19,78,4.59,1.69,22,73,-9,40.66,1.93,0.11,0.13,22.23,90,5.03,2.42,0.24,0.24,0,0.24,0.97,1.21,0.48,0,0,0,0.24,28,68,4,40,60,0,19.97,18.12,0.95,83,-1.85,18.99,15.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,10,2.42,31,0.03,0.02,0.02,-0.01,,0.06
Maik Viegas,São Paulo,"Serie A, Brasil",2026,371,Right Wing Back,Brazil,21,02/01/05,0,0,0,0.01,0.24,0,0,0,,0,0,0.02,0.24,0,0.02,0.24,0,0,0,0,0.02,0.48,-0.02,0.73,0.73,0,100,0.48,0,0.73,1.7,0.73,0.78,2.18,2.37,21.08,9.21,0.04,7.27,36.53,1.7,5.57,2.18,2.91,82,2.67,3.45,0.97,50,0.48,67,0.48,0,17.93,19.41,5.81,2.67,0.48,39.24,5.81,32,2.18,82,0,0,0,34.4,74,1.94,7,36,4.36,3.15,16,46,-27,50.72,3.63,0.14,0.17,28.1,96,4.31,6.3,0.48,0.48,0,0,0,0.48,0.24,0,0,0,0,24,57,19,27,54,19,19.64,22.81,0.9,103,3.17,17.67,23.6,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,7,3.51,30,0.01,0.03,-0.01,-0.01,,0.03
Jean Carlos Vicente,Chapecoense,"Serie A, Brasil",2026,370,Centre Attacking Midfielder,Brazil,34,14/02/92,0.49,0.49,0.1,0.05,1.95,25,63,2,,0.15,0.49,0.27,2.92,0.24,0.06,1.22,0.24,0.21,1.7,0.97,0.37,4.87,0.6,1.46,1.22,0.24,83,1.22,0,1.7,0.24,0.24,0.12,0.73,0.37,19.24,11.44,0,5.6,51.7,3.41,6.09,0.73,0.97,60,0.31,0.44,0.24,33,0.49,50,0.97,0,18.26,10.34,4.63,3.41,1.7,53.95,9.74,53,2.19,64,0,0,0,26.79,60,4.63,94,53,0.97,8.52,23,58,-3,62.36,3.9,0.25,0.31,24.59,96,5.12,7.55,3.65,0.97,2.68,0,0.73,1.7,0,0,0,0,0.24,18,72,10,23,68,10,24.83,15.74,0.94,81,-9.1,23.33,12.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,33,10,6.94,45,0.22,0.06,0.01,0.02,,0.3
Isidro Pitta,Red Bull Bragantino,"Serie A, Brasil",2026,365,Centre Forward,Paraguay,27,13/08/99,0,0,0.24,0.11,2.22,0,11,5,0,0.17,0,0.03,0.74,0,0.03,0.74,0,0,0,0,0.26,2.96,-0.26,0.25,0.25,0,100,0.25,0,1.48,0.74,0,0,0.49,0.31,15.03,8.13,0,2.46,69.29,2.22,3.2,0.25,0.25,50,0.13,0.13,1.48,0,0.25,25,0.74,0,13.31,9.96,2.46,2.22,0.49,72.02,11.58,87,2.22,100,0,0,0,10.1,79,0.49,14,100,0.49,0.49,33,69,-10,61.19,0.74,0.1,0.27,7.89,91,5.11,3.94,0,0,0,0,3.45,3.45,0,,0,,0,15,56,29,6,75,19,14.89,12.01,1.1,106,-2.88,16.34,12.79,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,8,1.53,10,-0.02,0.09,0,0.05,,0.12
Pedro Luccas Morisco da Silva,Coritiba Fbc,"Serie A, Brasil",2026,363,Goalkeeper,Brazil,22,09/01/04,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0,0,0,0,0,0,0,0.25,0.25,0,9.43,2.12,0,2.48,0,0,,0,0,0.25,,0,,0,0,0,0,0,0,0,,0,,0,,0.25,0,0,22.08,62,9.43,10,44,4.22,17.37,16,43,-19,9.49,0.99,0.54,0.54,20.84,100,4.59,0.74,0,0,0,0,0,0,0,,0,,0,47,53,0,100,0,0,48.34,55.58,0.77,83,7.24,37.31,45.86,1.24,1.57,0.33,74,67,7,1.32,4.71,27,17.37,1.53,0,0,16.06,1,25,3,1.94,17,0.09,0.09,-0.18,,0.43,0.42
Keny Arroyo,Cruzeiro,"Serie A, Brasil",2026,359,Right Wing,Ecuador,20,13/02/06,0,0,0.07,0.04,1.75,0,43,2,,0.11,0,0.03,0.5,0,0.03,0.5,0,0,0,0,0.11,2.25,-0.11,2.5,1.5,1,60,1,0,0.75,3,0.75,0.98,1,1.03,19.78,8.51,0,4.76,51.96,2,4.26,0.75,1.5,60,1.06,2.04,2.5,33,0.5,50,0.5,0,16.52,20.69,4.01,4.26,0.75,54.57,9.76,59,3,71,0.25,0,0,31.04,72,0.75,86,43,1.25,1.5,16,75,3,67.96,2.25,0.47,0.52,29.04,93,5.28,14.27,1,1,0,0.5,5.01,6.01,0,0,0.75,16,1,9,65,26,11,61,28,17.28,18.23,0.95,105,0.95,16.39,19.13,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,8,5.83,36,0.02,0.09,-0.01,-0.01,,0.09
Matheus Fernandes,Red Bull Bragantino,"Serie A, Brasil",2026,359,Right Defensive Midfielder,Brazil,28,29/06/98,0,0,0.05,0.03,2,0,0,3,,0,0,0.04,1,0,0.04,1,0,0,0,0,0.09,3.01,-0.09,0.75,0.75,0,100,1.25,0,0.75,0.75,1,1.06,0.5,0.49,18.79,9.27,0,6.76,41.58,5.51,10.27,2.51,3.51,91,2.94,4,1,80,0.25,83,1.25,0,15.28,17.31,5.01,3.26,1,42.92,6.76,44,2,62,0.25,0,0,34.83,80,1.5,17,60,0.75,2.25,22,61,-18,55.78,4.26,0.35,0.37,29.06,97,5.05,12.28,0.75,0.75,0,0,0.25,1,0.25,0,0,0,0.25,21,70,9,12,80,8,18.59,14.35,0.98,102,-4.23,18.27,14.62,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,8,6.86,38,0.08,0.04,0.02,-0.07,,0.08
Newton,Botafogo,"Serie A, Brasil",2026,359,Right Centre Back,Brazil,26,11/03/00,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,100,1,0,0,0.5,1,1.03,2.01,2.2,11.28,6.52,0,4.01,28.99,1.5,6.52,2.01,3.01,89,2.34,3.36,1,50,0.25,0,0,0,8.27,8.17,2.26,0.5,0,30.97,1.25,15,0,0,0.25,0,0,38.35,92,2.26,25,75,2.51,2.51,10,69,-23,39.23,1.25,0.36,0.36,33.59,99,3.99,2.01,0,0,0,0,0,0,0,,0,,0,15,81,4,0,88,13,19.17,20.13,0.99,112,0.96,19.01,22.46,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,8,2.88,36,-0.02,0.03,-0.01,,,0
Yannick Bolasie,Chapecoense,"Serie A, Brasil",2026,359,Centre Forward,DR Congo,37,23/05/89,0,0,0.12,0.07,1.76,0,0,3,,0,0,0.01,0.5,0,0.01,0.5,0,0,0,0,0.13,2.26,-0.13,1.5,0.75,0.75,50,2.51,0.25,0.75,2.76,0,0,0.5,0.22,16.3,4.77,0,2.76,57.45,2.26,3.76,0,0,,0,0,1.76,,0,29,1.5,0,14.55,8.52,2.76,3.51,1.25,59.01,9.03,62,2.76,79,0.25,0,0,13.29,65,0.75,23,60,0.5,1.25,25,57,-8,57.56,2.26,0.1,0.23,13.29,85,6.68,4.01,0.5,0.5,0,0,3.51,4.01,0.25,50,0.5,50,0.25,20,65,15,19,75,6,18.78,12.43,0.97,97,-6.34,18.28,12.02,0,0,0,0,0,,0,0,,0,0,0,0,0,0,31,11,1.93,15,-0.1,0.01,0,-0.1,,-0.2
Ronaldo,Internacional,"Serie A, Brasil",2026,358,Left Defensive Midfielder,Brazil,30,22/10/96,0.25,0.25,0.06,0.04,1.51,17,17,1,,0.07,0,0.06,0.5,0,0.06,0.5,0,0,0,0.25,0.12,2.01,0.14,0.25,0.25,0,100,0.5,0,1.26,1.01,0.5,0.82,1.01,0.65,23.12,11.56,0.05,10.3,39.79,6.28,11.06,2.76,3.27,69,2.69,3.52,2.51,50,1.26,33,0.5,0.25,17.84,21.03,6.79,4.02,1.51,44.59,7.04,39,1.76,44,0.25,0,0,43.98,88,3.52,21,88,1.01,4.02,16,79,-9,52.09,4.02,0.47,0.54,33.67,97,4.02,10.81,0.25,0.25,0,0,0.25,0.5,0,0,0,,0,18,75,7,14,81,5,19.02,16.78,1.01,97,-2.24,19.24,16.27,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,7,7.24,39,0.04,0.05,-0.06,0,,0.04
Marcelinho,Clube do Remo,"Serie A, Brasil",2026,358,Right Back,Brazil,28,19/07/98,0,0,0.01,0.01,0.75,0,67,1,,0,0,0.1,0.5,0,0.1,0.5,0,0,0,0,0.11,1.26,-0.11,1.01,0.25,0.75,25,1.26,0,1.26,1.26,1.01,0.91,2.26,1.38,13.32,6.53,0.05,3.02,30.33,3.02,5.28,0.75,1.76,75,0.55,1.47,0.5,50,0.25,67,1.01,0,12.06,8.02,2.51,2.26,0.25,35.28,2.51,21,1.26,56,0,0,0,31.16,76,0.5,21,20,2.51,2.26,9,85,8,56.06,4.52,0.41,0.5,28.9,95,4.32,9.3,1.26,1.26,0,0,0,1.26,0.25,40,0.5,15,0,17,71,12,14,73,14,18.35,15.99,0.9,104,-2.36,16.46,16.62,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,13,5.55,45,0.09,0.05,-0.01,-0.02,,0.12
Higor,Chapecoense,"Serie A, Brasil",2026,357,Left Defensive Midfielder,Brazil,32,22/06/94,0.25,0.25,0.2,0.13,1.51,17,50,1,,0.31,0,0.04,1.26,0,0.04,1.26,0,0,0,0.25,0.24,2.77,0.01,0.76,0.76,0,100,0.5,0,0.5,0.76,1.26,0.82,1.01,0.36,37.01,17.88,0,12.84,37.12,2.27,6.55,5.29,6.55,81,3.75,4.57,2.77,55,1.26,67,1.01,0,28.95,19.21,8.81,6.55,2.01,39.6,7.05,24,3.02,46,0.25,0,0,34.24,85,3.02,70,75,1.76,3.27,18,84,-1,47.03,2.01,0.2,0.38,26.44,98,3.64,5.54,0,0,0,0.25,3.27,3.27,0,,0,,0.25,17,71,12,18,73,9,19.42,20.55,0.97,91,1.12,18.76,18.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,7,5.92,35,-0.01,0.03,0.09,0.06,,0.16
Guilherme Arana,Fluminense,"Serie A, Brasil",2026,356,Left Back,Brazil,29,13/04/97,0.25,0.25,0.06,0.06,1.01,25,50,1,,0.22,0,0.01,0.51,0,0.01,0.25,0,0.01,0.25,0.25,0.08,1.52,0.18,0.51,0.25,0.25,50,0.51,0,0.51,0.76,0.76,1.04,2.28,3.24,10.12,4.3,0.03,4.05,38.44,4.3,8.85,1.26,2.02,71,1.93,2.97,1.26,50,0.51,70,1.77,0,7.59,11.3,2.53,1.52,0.51,43.45,3.04,40,0.25,17,0.51,0,0,53.63,91,1.77,92,64,2.53,2.53,13,74,-17,52.35,6.58,0.53,0.54,48.32,99,3.81,17.2,0.76,0.51,0.25,0,1.26,1.77,0,67,0.51,67,0.25,18,71,11,18,65,18,17.93,17.04,1,114,-0.88,17.89,19.46,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,12,7.79,44,0.01,0.05,0.05,0.01,,0.12
Matheus Cunha,Cruzeiro,"Serie A, Brasil",2026,352,Goalkeeper,Brazil,25,23/05/01,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,4.6,1.84,0,4.09,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,18.66,90,3.07,25,55,1.53,4.09,14,80,-10,11.54,0.51,0.03,0.03,17.89,100,3.96,0.26,0,0,0,0,0,0,0,,0,,0,19,81,0,100,0,0,25.9,35.93,0.86,81,10.04,22.39,29.23,1.28,0.82,-0.46,50,68,-18,0.6,2.56,33,7.67,1.59,0.26,0.26,22.93,-1,9,3,0.97,7,0.04,0.05,,,-0.58,-0.5
Léo Andrade,Clube do Remo,"Serie A, Brasil",2026,345,Left Centre Back,Brazil,28,17/04/98,0,0,0,,0,,,0,,0,0,0.05,0.26,0,0.05,0.26,0,0,0,0,0.05,0.26,-0.05,0,0,0,,0.26,0,0,0.26,1.3,0.88,3.39,2.2,13.3,7.3,0.04,6.78,29.93,2.09,6.52,2.09,3.39,89,1.72,2.6,1.04,50,0.26,50,1.04,0,10.43,7.43,4.17,1.83,0.26,35.12,2.61,25,1.04,57,0.26,0,0,29.98,77,2.35,92,53,3.65,4.17,5,43,-34,37.38,2.35,0.15,0.15,18.25,100,4.2,2.09,0.52,0.52,0,0,0.52,1.04,0.26,0,0,,0,39,58,2,38,63,0,23.1,21.88,0.94,85,-1.21,21.66,18.54,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,13,1.72,12,0.04,0.02,-0.06,,,0.01
Patrick,Clube do Remo,"Serie A, Brasil",2026,344,Left Defensive Midfielder,Brazil,34,28/07/92,0,0,0.04,0.14,0.26,0,0,0,,0,0,0.18,1.57,0,0.18,1.57,0,0,0,0,0.22,1.83,-0.22,0.79,0.52,0.26,67,1.31,0,1.31,1.05,0,0,0.26,0.12,21.48,13.36,0.02,7.33,42.97,3.67,6.55,1.83,1.83,64,1.8,1.8,1.05,20,1.05,71,1.31,0,18.6,13.79,6.02,3.41,0.79,43.18,7.07,38,2.1,62,0,0,0,34.05,85,1.05,85,44,0.79,1.83,18,70,-16,54.52,3.93,0.51,0.56,28.03,95,4.28,8.12,1.05,1.05,0,0.79,1.83,2.88,0,75,0.79,38,0.79,12,72,16,10,71,19,17.04,16.34,0.93,98,-0.7,15.92,15.99,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,8,5.19,43,0.15,0.05,-0.14,-0.03,,0.03
Ademir,Bahia,"Serie A, Brasil",2026,341,Right Wing,Brazil,31,15/02/95,0,0,0.24,0.12,2.11,0,38,4,,0.31,0,0.08,1.32,0,0.05,1.06,0,0.03,0.26,0,0.32,3.43,-0.32,2.11,1.06,1.06,50,3.43,0.26,3.17,3.17,0,0,0,0,20.05,6.86,0.02,4.22,63.13,1.85,3.17,1.85,1.85,88,1.71,1.71,1.06,75,0.26,14,0.26,0,17.15,13.81,3.43,6.07,1.58,64.98,13.46,78,5.54,91,0,0,0,19.79,64,1.06,78,67,0,1.58,16,64,1,69.17,3.69,0.19,0.42,23.22,90,8.27,8.18,1.58,1.32,0.26,0.26,3.43,4.75,0.26,50,0.79,21,0.26,19,62,19,26,52,23,16.35,11.79,0.99,118,-4.56,16.23,13.87,0,0,0,0,0,,0,0,,0,0,0,0,0,0,42,9,4.56,30,0.04,0.13,-0.01,0.01,,0.16
